Id	HS	PT	GG	NL	#1#	TreeFull
ENST00000000412	0.0020490672948292755	0.0019529494595768747	0.0006927527201319285	0.00689385176152117	7.015878272080469e-05	0.011658780018780054
ENST00000000442	0.0034149797321107425	0.0033188618968583417	0.007408953778856991	0.013372308055438629	0.0014360712200022717	0.028951174683266974
ENST00000001008	0.0010867409919725068	0.003329805509892264	0.004408502421165949	0.013394246660253987	0.0014470148330361942	0.0236663104163209
ENST00000001146	5.996236189916536e-05	0.0037274198292460356	0.004806116740519721	0.014191178514953396	0.0018446291523899656	0.024629306599008284
ENST00000002125	0.0012347520930751877	0.0034036408886749976	0.0022173311690964724	0.004430577410100849	0.005289618790707857	0.016575920351655362
ENST00000002165	0.003629720433540024	0.0035336025982876233	0.004612299509561308	0.0030615117417761954	0.0016508119214315533	0.016487946204596704
ENST00000002596	0.0025181527671939213	0.0024220349319415205	0.00024869645683781895	0.031694357199417475	0.0005392442550854505	0.03742248561047619
ENST00000002829	0.0006314303244454207	0.004383938150487395	0.0003278355897224682	0.011652762181982664	0.0012199173175827024	0.01821588356422065
ENST00000003084	0.0030624097223636124	0.003641283475344667	0.0040449887983848975	0.00927440041166793	0.00310711066978213	0.023130193077543236
ENST00000003302	0.0038728536787882325	0.0037767358435358317	0.00391069957164771	0.01049852587963874	0.002837786671386059	0.024896601644996574
ENST00000004531	0.010646388695745105	0.003251834801839917	0.002294479369149908	0.0028603677463095167	0.0023003530088221867	0.021353423621866634
ENST00000004982	0.00031939938501734846	0.0004155172202697493	0.0006631796910039362	0.005871879265828113	0.0022983078971258192	0.009568283459244965
ENST00000005178	0.0009403602554159942	0.0032567888255474998	0.001922939331437279	0.008405241447909498	0.0013739981486914298	0.0158993280090017
ENST00000005226	0.002217603589279143	0.0011128952921160085	9.151381117886073e-05	0.008945082263069053	0.0026450197153290262	0.01501211467097209
ENST00000005260	0.00368280274652576	0.0005799877835725711	0.004665381822547044	0.000781573199021026	0.0003772719694072708	0.01008701752107367
ENST00000005286	0.002280597627200693	0.0016514873661517071	0.004738217080671019	0.0009036820655587766	0.0017767294925412633	0.01135071363212346
ENST00000005340	0.004363973052390186	0.004267855217137784	0.003948927861773451	0.011069223172001805	0.002385064540281715	0.02603504384358494
ENST00000005386	0.0006199602726741629	0.000882643255770468	0.0003626188033471218	0.005266977592684571	0.0021896479470145547	0.009321847871490877
ENST00000005558	0.0009743854899791913	0.003423886262607678	0.0022579133200575858	0.009078327791213139	0.001541095585751608	0.017275608449609202
