Id	HS_Subs	PT_Subs	GG_Subs	NL_Subs	#1#_Subs
ENST00000000412	0.44117299118918357	0.4443452672119817	0.30827402340674404	0.34537861077533494	0.4058411719981928
ENST00000000442	0.2727738631897927	0.2867000206843696	0.00943083213616268	0.015492731431121658	0.48257879138071913
ENST00000001008	0.21508584680798404	0.4965906827119623	0.4285453839689033	0.18442105078967402	0.3687767354403626
ENST00000001146	0.1051353993927534	0.4471909249665037	0.367578935440585	0.11317997013781778	0.41060684974457995
ENST00000002125	0.45343796246350737	0.1285779064504392	0.35316896875192527	0.3519329491155426	0.07023018027158393
ENST00000002165	0.28041774316330315	0.29279402223932666	0.19628639158390415	0.11409804184056288	0.4826166592416438
ENST00000002596	0.024444820092537647	0.032046720791440476	0.1592450472849184	0.0014088923372813703	0.1909080298394561
ENST00000002829	0.1980204468543872	0.07508504716473775	0.139002912676843	0.0908169511451346	0.39101363390674926
ENST00000003084	0.4185699510143119	0.3733990610565173	0.4523676693452239	0.24162795198604142	0.08847302493307402
ENST00000003302	0.4107945924648647	0.4233225907181347	0.4256490515013014	0.3550032736765639	0.30230993984288945
ENST00000004531	0.016087083136536545	0.3272715080872626	0.04309272185975992	0.27153877224966705	0.010370353560208854
ENST00000004982	0.4491743535755286	0.44201571203903195	0.4954784203672218	0.28720822205870744	0.33268784968206144
ENST00000005178	0.341087939682546	0.3396905961091717	0.40822652130635234	0.3767999795634498	0.47858182218099193
ENST00000005226	0.08584162490781805	0.43368548467453816	0.23589190701762736	0.06681346068273611	0.0702662625026408
ENST00000005260	0.0941471003905916	0.32521782691682105	0.049943662843072036	0.19141573590343075	0.3660273894227535
ENST00000005286	0.10077300634660885	0.3563510752671321	0.005653256550561928	0.23178539546146792	0.2219218635847811
ENST00000005340	0.32268612204885194	0.3351689675538274	0.4037354404993546	0.3809320991717301	0.4782846420365108
ENST00000005386	0.26695602377873917	0.46027647721774156	0.3672101179043013	0.32396578102938034	0.18512952616252276
ENST00000005558	0.17641257353834477	0.2913914307513344	0.4585230096267449	0.28577787518400255	0.48433672713150405
ENST00000006275	0.27966398322046737	0.29156857724235324	0.20424353909050635	0.10557776987776957	0.4786779719153692
ENST00000006658	0.3559010148679499	0.1270704483891708	0.23315771817762954	0.06192876279645862	0.3937030422511033
ENST00000006777	0.49413150579777215	0.4990530263173044	0.4242347540812728	0.46324475130077053	0.37174161314382514
ENST00000007390	0.01841214225884737	0.49350341059752717	0.005369511622489598	0.014639638090521186	0.49267482324313316
ENST00000007414	0.4041068634138806	0.3898029490384489	0.2198713201864988	0.3427830813199272	0.25246588153363625
ENST00000007516	0.2843734299106749	0.2831690915531089	0.18683541868940495	0.10836019212273967	0.4792723873747173
ENST00000007722	0.3790280734254144	0.35904574598227057	0.12189395296374456	0.18174281251641672	0.029602891832839356
ENST00000007969	0.37014095104989625	0.38259772427623573	0.2614417494516917	0.4323316253571692	0.19500969462486828
ENST00000008938	0.029545401058092797	0.15309101416534548	0.18516471123999523	0.04232100632189204	0.10213728568332803
ENST00000009041	0.4963686353782727	0.49719790319040474	0.42992956728276993	0.45824032833137157	0.36553320348529705
ENST00000010299	0.4457065433055912	0.4395914205108292	0.49543540833991545	0.29044273930928555	0.330124702324841
ENST00000010404	0.3292674966959487	0.33118960871113184	0.2430759146752718	0.3777972724700587	0.48028707224989514
ENST00000011473	0.3877669306024391	0.3886574500539654	0.2915963397078095	0.27165358875296	0.44329734934538895
ENST00000011653	4.0474674793084676e-05	0.4695815590928485	0.18033139036207813	0.40498976543130283	0.3452997428490092
ENST00000011684	0.012110764124835327	0.013715522734792542	0.3269342148781686	0.013825655250827252	0.17334003360536954
ENST00000012049	0.4101461855999713	0.4201407140004195	0.04627552414763681	0.0858089968825324	0.3078378219315796
ENST00000012134	0.48164074308814797	0.46622531980103904	0.17416426890956188	0.176663971105473	0.18700898413231548
ENST00000013125	0.13147042846959167	0.29145265412287724	0.041475813453309966	0.058998059415923766	0.33776368236238996
ENST00000013222	0.40616363798248895	0.05768735173284403	0.21976134683183307	0.09015791608716811	0.24304060549895945
ENST00000013807	0.13175577839682073	0.391358572164393	0.3573251006380609	0.061426742184622206	0.4432735168338266
ENST00000016171	0.22824826138699078	0.24144141116351792	0.2635880190715162	0.366050207503997	0.4437187302187786
